Ti.IrO2 (100%)/1	
θ/2θ, °	Intensity, cps
14.3199996948242	340
14.3299999237061	406.666656494141
14.3400001525879	340
14.3500003814697	386.666656494141
14.3599996566772	513.333312988281
14.3699998855591	386.666656494141
14.3800001144409	313.333343505859
14.3900003433228	386.666656494141
14.3999996185303	413.333343505859
14.4099998474121	380
14.4200000762939	440
14.4300003051758	433.333343505859
14.4399995803833	460
14.4499998092651	313.333343505859
14.460000038147	413.333343505859
14.4700002670288	413.333343505859
14.4799995422363	333.333343505859
14.4899997711182	400
14.5	500
14.5100002288818	346.666656494141
14.5200004577637	393.333343505859
14.5299997329712	273.333343505859
14.539999961853	466.666656494141
14.5500001907349	453.333343505859
14.5600004196167	466.666656494141
14.5699996948242	380
14.5799999237061	453.333343505859
14.5900001525879	393.333343505859
14.6000003814697	413.333343505859
14.6099996566772	440
14.6199998855591	373.333343505859
14.6300001144409	460
14.6400003433228	433.333343505859
14.6499996185303	333.333343505859
14.6599998474121	406.666656494141
14.6700000762939	493.333343505859
14.6800003051758	446.666656494141
14.6899995803833	413.333343505859
14.6999998092651	346.666656494141
14.710000038147	373.333343505859
14.7200002670288	420
14.7299995422363	406.666656494141
14.7399997711182	520
14.75	420
14.7600002288818	446.666656494141
14.7700004577637	413.333343505859
14.7799997329712	413.333343505859
14.789999961853	480
14.8000001907349	413.333343505859
14.8100004196167	360
14.8199996948242	460
14.8299999237061	360
14.8400001525879	440
14.8500003814697	433.333343505859
14.8599996566772	373.333343505859
14.8699998855591	420
14.8800001144409	446.666656494141
14.8900003433228	373.333343505859
14.8999996185303	420
14.9099998474121	320
14.9200000762939	513.333312988281
14.9300003051758	413.333343505859
14.9399995803833	506.666656494141
14.9499998092651	353.333343505859
14.960000038147	420
14.9700002670288	433.333343505859
14.9799995422363	353.333343505859
14.9899997711182	380
15	366.666656494141
15.0100002288818	393.333343505859
15.0200004577637	353.333343505859
15.0299997329712	380
15.039999961853	400
15.0500001907349	473.333343505859
15.0600004196167	433.333343505859
15.0699996948242	366.666656494141
15.0799999237061	433.333343505859
15.0900001525879	326.666656494141
15.1000003814697	353.333343505859
15.1099996566772	366.666656494141
15.1199998855591	406.666656494141
15.1300001144409	366.666656494141
15.1400003433228	380
15.1499996185303	440
15.1599998474121	306.666656494141
15.1700000762939	293.333343505859
15.1800003051758	413.333343505859
15.1899995803833	366.666656494141
15.1999998092651	400
15.210000038147	493.333343505859
15.2200002670288	420
15.2299995422363	466.666656494141
15.2399997711182	500
15.25	380
15.2600002288818	453.333343505859
15.2700004577637	480
15.2799997329712	473.333343505859
15.289999961853	486.666656494141
15.3000001907349	466.666656494141
15.3100004196167	413.333343505859
15.3199996948242	333.333343505859
15.3299999237061	480
15.3400001525879	373.333343505859
15.3500003814697	373.333343505859
15.3599996566772	340
15.3699998855591	353.333343505859
15.3800001144409	373.333343505859
15.3900003433228	386.666656494141
15.3999996185303	513.333312988281
